ECM File Output,,,,,
Filename (includes date): 2025-09-09-10-07-dic-161.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1break, took the two good sections in middle for scan, left out junk above and below,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 28.034753906249986,,,,,
Y Right: 102.18092578124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 130.5625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 133.553125,,,,,
X max Position (raw - not laser corrected): 803.0359375,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
86.181,44.75,0.0,3.52036e-08,--,na
86.181,45.0,0.0,3.34722e-08,--,na
86.181,45.25,0.0,3.58923e-08,--,na
86.181,45.5,0.0,3.4392550000000004e-08,--,na
86.181,45.75,0.0,3.5155950000000005e-08,--,na
86.181,46.0,0.0,3.23526e-08,--,na
86.181,46.25,0.0,3.25282e-08,--,na
86.181,46.5,0.0,3.4160750000000004e-08,--,na
86.181,46.75,0.0,3.251635e-08,--,na
86.181,47.0,0.0,3.22773e-08,--,na
86.181,47.25,0.0,3.38286e-08,--,na
86.181,47.5,0.0,3.3999049999999995e-08,--,na
86.181,47.75,0.0,3.2140400000000004e-08,--,na
86.181,48.0,0.0,3.46137e-08,--,na
86.181,48.25,0.0,3.5827e-08,--,na
86.181,48.5,0.0,3.2945e-08,--,na
86.181,48.75,0.0,3.3659699999999995e-08,--,na
86.181,49.0,0.0,3.34514e-08,--,na
86.181,49.25,0.0,3.3213e-08,--,na
86.181,49.5,0.0,3.31538e-08,--,na
86.181,49.75,0.0,3.25623e-08,--,na
86.181,50.0,0.0,3.2382e-08,--,na
86.181,50.25,0.0,3.281975e-08,--,na
86.181,50.5,0.0,3.33312e-08,--,na
86.181,50.75,0.0,3.362395e-08,--,na
86.181,51.0,0.0,3.44514e-08,--,na
86.181,51.25,0.0,3.3863599999999996e-08,--,na
86.181,51.5,0.0,3.68187e-08,--,na
86.181,51.75,0.0,3.4213000000000003e-08,--,na
86.181,52.0,0.0,3.3617e-08,--,na
86.181,52.25,0.0,3.5249e-08,--,na
86.181,52.5,0.0,3.31818e-08,--,na
86.181,52.75,0.0,3.37427e-08,--,na
86.181,53.0,0.0,3.95568e-08,--,na
86.181,53.25,0.0,3.57052e-08,--,na
86.181,53.5,0.0,3.4598e-08,--,na
86.181,53.75,0.0,3.49356e-08,--,na
86.181,54.0,0.0,3.517e-08,--,na
86.181,54.25,0.0,3.45138e-08,--,na
86.181,54.5,0.0,3.55728e-08,--,na
86.181,54.75,0.0,3.7077050000000004e-08,--,na
86.181,55.0,0.0,3.8604e-08,--,na
86.181,55.25,0.0,3.49202e-08,--,na
86.181,55.5,0.0,3.6160749999999995e-08,--,na
86.181,55.75,0.0,3.70674e-08,--,na
86.181,56.0,0.0,3.542915e-08,--,na
86.181,56.25,0.0,3.643125e-08,--,na
86.181,56.5,0.0,3.3662e-08,--,na
86.181,56.75,0.0,3.57901e-08,--,na
86.181,57.0,0.0,3.33755e-08,--,na
86.181,57.25,0.0,3.5097e-08,--,na
86.181,57.5,0.0,3.51582e-08,--,na
86.181,57.75,0.0,3.59745e-08,--,na
86.181,58.0,0.0,3.38723e-08,--,na
86.181,58.25,0.0,3.4245e-08,--,na
86.181,58.5,0.0,3.41302e-08,--,na
86.181,58.75,0.0,3.28714e-08,--,na
86.181,59.0,0.0,3.44081e-08,--,na
86.181,59.25,0.0,3.220955e-08,--,na
86.181,59.5,0.0,3.28397e-08,--,na
86.181,59.75,0.0,3.133635e-08,--,na
86.181,60.0,0.0,2.96668e-08,--,na
86.181,60.25,0.0,3.1103900000000006e-08,--,na
86.181,60.5,0.0,3.1769199999999996e-08,--,na
86.181,60.75,0.0,2.957e-08,--,na
86.181,61.0,0.0,2.968625e-08,--,na
86.181,61.25,0.0,2.97268e-08,--,na
86.181,61.5,0.0,3.19327e-08,--,na
86.181,61.75,0.0,3.01117e-08,--,na
86.181,62.0,0.0,2.83656e-08,--,na
86.181,62.25,0.0,2.9494050000000002e-08,--,na
86.181,62.5,0.0,2.62107e-08,--,na
86.181,62.75,0.0,2.80911e-08,--,na
86.181,63.0,0.0,2.57315e-08,--,na
86.181,63.25,0.0,2.7164849999999997e-08,--,na
86.181,63.5,0.0,2.6792699999999997e-08,--,na
86.181,63.75,0.0,2.92511e-08,--,na
86.181,64.0,0.0,2.407275e-08,--,na
86.181,64.25,0.0,2.71188e-08,--,na
86.181,64.5,0.0,2.791515e-08,--,na
86.181,64.75,0.0,2.61168e-08,--,na
86.181,65.0,0.0,2.47634e-08,--,na
86.181,65.25,0.0,2.4267299999999998e-08,--,na
86.181,65.5,0.0,2.43838e-08,--,na
86.181,65.75,0.0,2.45202e-08,--,na
86.181,66.0,0.0,2.4113550000000002e-08,--,na
86.181,66.25,0.0,2.4787649999999998e-08,--,na
86.181,66.5,0.0,2.34302e-08,--,na
86.181,66.75,0.0,2.37325e-08,--,na
86.181,67.0,0.0,2.410255e-08,--,na
86.181,67.25,0.0,2.2697799999999998e-08,--,na
86.181,67.5,0.0,2.344545e-08,--,na
86.181,67.75,0.0,2.32037e-08,--,na
86.181,68.0,0.0,2.3274400000000002e-08,--,na
86.181,68.25,0.0,2.26553e-08,--,na
86.181,68.5,0.0,2.30326e-08,--,na
86.181,68.75,0.0,2.28602e-08,--,na
86.181,69.0,0.0,2.3102249999999998e-08,--,na
86.181,69.25,0.0,2.28788e-08,--,na
86.181,69.5,0.0,2.317855e-08,--,na
86.181,69.75,0.0,2.03682e-08,--,na
86.181,70.0,0.0,2.247045e-08,--,na
86.181,70.25,0.0,2.31993e-08,--,na
86.181,70.5,0.0,2.436715e-08,--,na
86.181,70.75,0.0,2.32871e-08,--,na
86.181,71.0,0.0,2.48876e-08,--,na
86.181,71.25,0.0,2.48309e-08,--,na
86.181,71.5,0.0,2.5582999999999998e-08,--,na
86.181,71.75,0.0,2.59608e-08,--,na
86.181,72.0,0.0,2.58159e-08,--,na
86.181,72.25,0.0,2.7016049999999998e-08,--,na
86.181,72.5,0.0,3.02538e-08,--,na
86.181,72.75,0.0,2.7179e-08,--,na
86.181,73.0,0.0,2.588365e-08,--,na
86.181,73.25,0.0,2.7023999999999998e-08,--,na
86.181,73.5,0.0,2.780095e-08,--,na
86.181,73.75,0.0,2.47424e-08,--,na
86.181,74.0,0.0,2.61893e-08,--,na
86.181,74.25,0.0,2.79257e-08,--,na
86.181,74.5,0.0,2.702055e-08,--,na
86.181,74.75,0.0,2.81845e-08,--,na
86.181,75.0,0.0,2.74028e-08,--,na
86.181,75.25,0.0,2.73031e-08,--,na
86.181,75.5,0.0,2.92429e-08,--,na
86.181,75.75,0.0,2.9004e-08,--,na
86.181,76.0,0.0,2.8387e-08,--,na
86.181,76.25,0.0,2.9022e-08,--,na
86.181,76.5,0.0,2.80913e-08,--,na
86.181,76.75,0.0,2.99962e-08,--,na
86.181,77.0,0.0,2.9662700000000003e-08,--,na
86.181,77.25,0.0,2.893885e-08,--,na
86.181,77.5,0.0,2.85087e-08,--,na
86.181,77.75,0.0,3.08514e-08,--,na
86.181,78.0,0.0,2.962055e-08,--,na
86.181,78.25,0.0,2.996245e-08,--,na
86.181,78.5,0.0,2.96857e-08,--,na
86.181,78.75,0.0,3.03256e-08,--,na
86.181,79.0,0.0,3.031435e-08,--,na
86.181,79.25,0.0,3.04214e-08,--,na
86.181,79.5,0.0,3.63003e-08,--,na
86.181,79.75,0.0,3.06299e-08,--,na
86.181,80.0,0.0,3.046815e-08,--,na
86.181,80.25,0.0,3.12696e-08,--,na
86.181,80.5,0.0,3.06644e-08,--,na
86.181,80.75,0.0,3.0442e-08,--,na
86.181,81.0,0.0,3.154715e-08,--,na
86.181,81.25,0.0,3.11814e-08,--,na
86.181,81.5,0.0,3.10079e-08,--,na
86.181,81.75,0.0,3.11115e-08,--,na
86.181,82.0,0.0,3.09176e-08,--,na
86.181,82.25,0.0,3.0353049999999997e-08,--,na
86.181,82.5,0.0,3.11582e-08,--,na
86.181,82.75,0.0,3.248765e-08,--,na
86.181,83.0,0.0,3.07093e-08,--,na
86.181,83.25,0.0,3.174625e-08,--,na
86.181,83.5,0.0,3.15422e-08,--,na
86.181,83.75,0.0,3.16397e-08,--,na
86.181,84.0,0.0,3.235425e-08,--,na
86.181,84.25,0.0,3.28505e-08,--,na
86.181,84.5,0.0,3.22184e-08,--,na
86.181,84.75,0.0,3.270305e-08,--,na
86.181,85.0,0.0,3.2467499999999996e-08,--,na
86.181,85.25,0.0,3.3228e-08,--,na
86.181,85.5,0.0,3.36299e-08,--,na
86.181,85.75,0.0,3.34231e-08,--,na
86.181,86.0,0.0,3.27716e-08,--,na
86.181,86.25,0.0,3.35176e-08,--,na
86.181,86.5,0.0,3.43705e-08,--,na
86.181,86.75,0.0,3.343225e-08,--,na
86.181,87.0,0.0,3.547035e-08,--,na
86.181,87.25,0.0,3.3720450000000005e-08,--,na
86.181,87.5,0.0,3.37557e-08,--,na
86.181,87.75,0.0,3.50904e-08,--,na
86.181,88.0,0.0,3.47034e-08,--,na
86.181,88.25,0.0,3.5498150000000006e-08,--,na
86.181,88.5,0.0,3.5078e-08,--,na
86.181,88.75,0.0,3.496875e-08,--,na
86.181,89.0,0.0,3.405025e-08,--,na
86.181,89.25,0.0,3.53407e-08,--,na
86.181,89.5,0.0,2.79077e-08,--,na
86.181,89.75,0.0,3.5509500000000004e-08,--,na
86.181,90.0,0.0,3.608275e-08,--,na
86.181,90.25,0.0,3.66634e-08,--,na
86.181,90.5,0.0,3.30803e-08,--,na
86.181,90.75,0.0,3.58066e-08,--,na
86.181,91.0,0.0,3.5653499999999996e-08,--,na
86.181,91.25,0.0,3.58674e-08,--,na
86.181,91.5,0.0,3.54517e-08,--,na
86.181,91.75,0.0,3.6095e-08,--,na
86.181,92.0,0.0,3.5620549999999994e-08,--,na
86.181,92.25,0.0,3.59794e-08,--,na
86.181,92.5,0.0,3.47912e-08,--,na
86.181,92.75,0.0,3.58021e-08,--,na
86.181,93.0,0.0,3.4220699999999996e-08,--,na
86.181,93.25,0.0,3.46206e-08,--,na
86.181,93.5,0.0,3.5356e-08,--,na
86.181,93.75,0.0,3.54837e-08,--,na
86.181,94.0,0.0,3.52845e-08,--,na
86.181,94.25,0.0,3.44268e-08,--,na
86.181,94.5,0.0,3.63226e-08,--,na
86.181,94.75,0.0,3.436235e-08,--,na
86.181,95.0,0.0,3.61473e-08,--,na
86.181,95.25,0.0,3.443765e-08,--,na
86.181,95.5,0.0,3.65004e-08,--,na
86.181,95.75,0.0,3.6492299999999996e-08,--,na
86.181,96.0,0.0,3.6095e-08,--,na
86.181,96.25,0.0,3.68404e-08,--,na
86.181,96.5,0.0,3.66605e-08,--,na
86.181,96.75,0.0,3.714515e-08,--,na
86.181,97.0,0.0,3.840175e-08,--,na
86.181,97.25,0.0,3.82365e-08,--,na
86.181,97.5,0.0,3.80668e-08,--,na
86.181,97.75,0.0,3.83958e-08,--,na
86.181,98.0,0.0,3.8994950000000003e-08,--,na
86.181,98.25,0.0,4.03202e-08,--,na
86.181,98.5,0.0,3.84764e-08,--,na
86.181,98.75,0.0,3.97926e-08,--,na
86.181,99.0,0.0,4.0521750000000004e-08,--,na
86.181,99.25,0.0,4.00797e-08,--,na
86.181,99.5,0.0,4.05695e-08,--,na
86.181,99.75,0.0,4.08746e-08,--,na
86.181,100.0,0.0,4.093765e-08,--,na
86.181,100.25,0.0,4.17541e-08,--,na
86.181,100.5,0.0,4.102505e-08,--,na
86.181,100.75,0.0,4.21412e-08,--,na
86.181,101.0,0.0,4.220685e-08,--,na
86.181,101.25,0.0,4.24214e-08,--,na
86.181,101.5,0.0,4.289195e-08,--,na
86.181,101.75,0.0,4.38066e-08,--,na
86.181,102.0,0.0,4.0405e-08,--,na
86.181,102.25,0.0,4.24518e-08,--,na
86.181,102.5,0.0,4.254215e-08,--,na
86.181,102.75,0.0,4.2371e-08,--,na
86.181,103.0,0.0,4.18293e-08,--,na
86.181,103.25,0.0,4.19179e-08,--,na
86.181,103.5,0.0,4.315845e-08,--,na
86.181,103.75,0.0,4.1599899999999997e-08,--,na
86.181,104.0,0.0,4.21711e-08,--,na
86.181,104.25,0.0,4.13605e-08,--,na
86.181,104.5,0.0,4.14329e-08,--,na
86.181,104.75,0.0,4.15554e-08,--,na
86.181,105.0,0.0,4.09397e-08,--,na
86.181,105.25,0.0,3.9538e-08,--,na
86.181,105.5,0.0,3.9671950000000003e-08,--,na
86.181,105.75,0.0,3.98196e-08,--,na
86.181,106.0,0.0,3.982795e-08,--,na
86.181,106.25,0.0,3.96696e-08,--,na
86.181,106.5,0.0,3.888495e-08,--,na
86.181,106.75,0.0,3.86297e-08,--,na
86.181,107.0,0.0,3.83919e-08,--,na
86.181,107.25,0.0,3.791475e-08,--,na
86.181,107.5,0.0,3.77485e-08,--,na
86.181,107.75,0.0,3.6667550000000003e-08,--,na
86.181,108.0,0.0,3.710555e-08,--,na
86.181,108.25,0.0,3.66555e-08,--,na
86.181,108.5,0.0,3.69074e-08,--,na
86.181,108.75,0.0,3.63758e-08,--,na
86.181,109.0,0.0,3.5919350000000005e-08,--,na
86.181,109.25,0.0,3.43329e-08,--,na
86.181,109.5,0.0,3.46696e-08,--,na
86.181,109.75,0.0,3.4897100000000003e-08,--,na
86.181,110.0,0.0,3.46596e-08,--,na
86.181,110.25,0.0,3.40687e-08,--,na
86.181,110.5,0.0,3.35625e-08,--,na
86.181,110.75,0.0,3.29051e-08,--,na
86.181,111.0,0.0,3.43877e-08,--,na
86.181,111.25,0.0,3.27225e-08,--,na
86.181,111.5,0.0,3.2691e-08,--,na
86.181,111.75,0.0,3.29672e-08,--,na
86.181,112.0,0.0,3.23889e-08,--,na
86.181,112.25,0.0,3.20968e-08,--,na
86.181,112.5,0.0,3.2096049999999994e-08,--,na
86.181,112.75,0.0,3.14855e-08,--,na
86.181,113.0,0.0,3.096885e-08,--,na
86.181,113.25,0.0,3.05427e-08,--,na
86.181,113.5,0.0,3.037295e-08,--,na
86.181,113.75,0.0,3.0456e-08,--,na
86.181,114.0,0.0,3.006245e-08,--,na
86.181,114.25,0.0,2.97207e-08,--,na
86.181,114.5,0.0,2.987435e-08,--,na
86.181,114.75,0.0,2.910845e-08,--,na
86.181,115.0,0.0,2.88647e-08,--,na
86.181,115.25,0.0,2.87816e-08,--,na
86.181,115.5,0.0,2.863445e-08,--,na
86.181,115.75,0.0,2.84724e-08,--,na
86.181,116.0,0.0,2.80894e-08,--,na
86.181,116.25,0.0,2.70775e-08,--,na
86.181,116.5,0.0,2.73095e-08,--,na
86.181,116.75,0.0,2.9633500000000002e-08,--,na
86.181,117.0,0.0,2.69879e-08,--,na
86.181,117.25,0.0,2.71793e-08,--,na
86.181,117.5,0.0,2.74977e-08,--,na
86.181,117.75,0.0,2.7561e-08,--,na
86.181,118.0,0.0,2.6823e-08,--,na
86.181,118.25,0.0,2.63821e-08,--,na
86.181,118.5,0.0,2.73046e-08,--,na
86.181,118.75,0.0,2.69658e-08,--,na
86.181,119.0,0.0,2.61206e-08,--,na
86.181,119.25,0.0,2.673825e-08,--,na
86.181,119.5,0.0,2.67227e-08,--,na
86.181,119.75,0.0,2.70846e-08,--,na
86.181,120.0,0.0,2.67542e-08,--,na
86.181,120.25,0.0,2.74056e-08,--,na
86.181,120.5,0.0,2.72777e-08,--,na
86.181,120.75,0.0,2.69371e-08,--,na
86.181,121.0,0.0,2.81525e-08,--,na
86.181,121.25,0.0,2.76185e-08,--,na
86.181,121.5,0.0,2.797415e-08,--,na
86.181,121.75,0.0,2.84648e-08,--,na
86.181,122.0,0.0,2.88597e-08,--,na
86.181,122.25,0.0,2.89762e-08,--,na
86.181,122.5,0.0,2.864715e-08,--,na
86.181,122.75,0.0,2.95025e-08,--,na
86.181,123.0,0.0,2.960825e-08,--,na
86.181,123.25,0.0,3.02585e-08,--,na
86.181,123.5,0.0,2.91467e-08,--,na
86.181,123.75,0.0,3.16912e-08,--,na
86.181,124.0,0.0,3.20038e-08,--,na
86.181,124.25,0.0,3.26863e-08,--,na
86.181,124.5,0.0,3.354615e-08,--,na
86.181,124.75,0.0,3.3196599999999994e-08,--,na
86.181,125.0,0.0,3.40377e-08,--,na
86.181,125.25,0.0,3.4663199999999995e-08,--,na
86.181,125.5,0.0,3.53708e-08,--,na
86.181,125.75,0.0,3.5309150000000004e-08,--,na
86.181,126.0,0.0,3.66039e-08,--,na
86.181,126.25,0.0,3.549955e-08,--,na
86.181,126.5,0.0,3.75475e-08,--,na
86.181,126.75,0.0,3.803345e-08,--,na
86.181,127.0,0.0,3.8119e-08,--,na
86.181,127.25,0.0,3.917425e-08,--,na
86.181,127.5,0.0,3.9149e-08,--,na
86.181,127.75,0.0,3.96042e-08,--,na
86.181,128.0,0.0,3.96852e-08,--,na
86.181,128.25,0.0,3.936475e-08,--,na
86.181,128.5,0.0,3.99282e-08,--,na
86.181,128.75,0.0,3.9856e-08,--,na
86.181,129.0,0.0,4.04687e-08,--,na
86.181,129.25,0.0,4.0099200000000005e-08,--,na
86.181,129.5,0.0,4.0481500000000004e-08,--,na
86.181,129.75,0.0,4.05884e-08,--,na
86.181,130.0,0.0,3.9948e-08,--,na
86.181,130.25,0.0,3.88655e-08,--,na
86.181,130.5,0.0,3.9451800000000004e-08,--,na
86.181,130.75,0.0,3.88385e-08,--,na
86.181,131.0,0.0,3.91216e-08,--,na
86.181,131.25,0.0,3.8560400000000004e-08,--,na
86.181,131.5,0.0,3.8181500000000003e-08,--,na
86.181,131.75,0.0,3.80275e-08,--,na
86.181,132.0,0.0,3.758435e-08,--,na
86.181,132.25,0.0,3.64773e-08,--,na
86.181,132.5,0.0,3.57414e-08,--,na
86.181,132.75,0.0,3.506335e-08,--,na
86.181,133.0,0.0,3.44999e-08,--,na
86.181,133.25,0.0,3.40639e-08,--,na
86.181,133.5,0.0,3.343485e-08,--,na
86.181,133.75,0.0,3.30917e-08,--,na
86.181,134.0,0.0,3.19097e-08,--,na
86.181,134.25,0.0,3.18426e-08,--,na
86.181,134.5,0.0,3.08748e-08,--,na
86.181,134.75,0.0,3.0547749999999996e-08,--,na
86.181,135.0,0.0,2.99292e-08,--,na
86.181,135.25,0.0,2.927115e-08,--,na
86.181,135.5,0.0,3.1016e-08,--,na
86.181,135.75,0.0,2.85782e-08,--,na
86.181,136.0,0.0,2.68653e-08,--,na
86.181,136.25,0.0,2.7574449999999997e-08,--,na
86.181,136.5,0.0,2.754475e-08,--,na
86.181,136.75,0.0,2.68921e-08,--,na
86.181,137.0,0.0,2.62191e-08,--,na
86.181,137.25,0.0,2.6749100000000002e-08,--,na
86.181,137.5,0.0,2.5811e-08,--,na
86.181,137.75,0.0,2.5006e-08,--,na
86.181,138.0,0.0,2.5473e-08,--,na
86.181,138.25,0.0,2.5997849999999997e-08,--,na
86.181,138.5,0.0,2.5253299999999998e-08,--,na
86.181,138.75,0.0,2.4861e-08,--,na
86.181,139.0,0.0,2.60594e-08,--,na
86.181,139.25,0.0,2.49179e-08,--,na
86.181,139.5,0.0,2.4882749999999998e-08,--,na
86.181,139.75,0.0,2.44595e-08,--,na
86.181,140.0,0.0,2.5271899999999997e-08,--,na
86.181,140.25,0.0,2.37594e-08,--,na
86.181,140.5,0.0,2.47419e-08,--,na
86.181,140.75,0.0,2.50902e-08,--,na
86.181,141.0,0.0,2.513035e-08,--,na
86.181,141.25,0.0,2.487005e-08,--,na
86.181,141.5,0.0,2.5204e-08,--,na
86.181,141.75,0.0,2.58873e-08,--,na
86.181,142.0,0.0,2.50543e-08,--,na
86.181,142.25,0.0,2.451515e-08,--,na
86.181,142.5,0.0,2.54738e-08,--,na
86.181,142.75,0.0,2.52798e-08,--,na
86.181,143.0,0.0,2.508995e-08,--,na
86.181,143.25,0.0,2.64819e-08,--,na
86.181,143.5,0.0,2.65437e-08,--,na
86.181,143.75,0.0,2.69725e-08,--,na
86.181,144.0,0.0,2.605285e-08,--,na
86.181,144.25,0.0,2.759505e-08,--,na
86.181,144.5,0.0,2.70381e-08,--,na
86.181,144.75,0.0,2.7142e-08,--,na
86.181,145.0,0.0,2.58124e-08,--,na
86.181,145.25,0.0,2.737525e-08,--,na
86.181,145.5,0.0,2.76487e-08,--,na
86.181,145.75,0.0,2.79071e-08,--,na
86.181,146.0,0.0,2.6891050000000002e-08,--,na
86.181,146.25,0.0,2.797725e-08,--,na
86.181,146.5,0.0,2.855425e-08,--,na
86.181,146.75,0.0,2.87189e-08,--,na
86.181,147.0,0.0,2.92815e-08,--,na
86.181,147.25,0.0,2.930665e-08,--,na
86.181,147.5,0.0,3.0083299999999995e-08,--,na
86.181,147.75,0.0,3.03315e-08,--,na
86.181,148.0,0.0,3.044455e-08,--,na
86.181,148.25,0.0,3.10699e-08,--,na
86.181,148.5,0.0,3.154325e-08,--,na
86.181,148.75,0.0,3.16641e-08,--,na
86.181,149.0,0.0,3.1944e-08,--,na
86.181,149.25,0.0,3.2516e-08,--,na
86.181,149.5,0.0,3.405225e-08,--,na
86.181,149.75,0.0,3.24659e-08,--,na
86.181,150.0,0.0,3.4168700000000003e-08,--,na
86.181,150.25,0.0,3.4933549999999996e-08,--,na
86.181,150.5,0.0,3.53479e-08,--,na
86.181,150.75,0.0,3.58017e-08,--,na
86.181,151.0,0.0,3.66187e-08,--,na
86.181,151.25,0.0,3.704985e-08,--,na
86.181,151.5,0.0,3.797355e-08,--,na
86.181,151.75,0.0,3.82577e-08,--,na
86.181,152.0,0.0,3.882775e-08,--,na
86.181,152.25,0.0,3.9933449999999996e-08,--,na
86.181,152.5,0.0,4.03541e-08,--,na
86.181,152.75,0.0,4.077855e-08,--,na
86.181,153.0,0.0,4.10242e-08,--,na
86.181,153.25,0.0,4.168345e-08,--,na
86.181,153.5,0.0,4.275295e-08,--,na
86.181,153.75,0.0,4.36007e-08,--,na
86.181,154.0,0.0,4.4049950000000005e-08,--,na
86.181,154.25,0.0,4.50665e-08,--,na
86.181,154.5,0.0,4.567045e-08,--,na
86.181,154.75,0.0,4.66855e-08,--,na
86.181,155.0,0.0,4.7643e-08,--,na
86.181,155.25,0.0,4.8131849999999996e-08,--,na
86.181,155.5,0.0,4.83495e-08,--,na
86.181,155.75,0.0,4.98911e-08,--,na
86.181,156.0,0.0,4.9892149999999996e-08,--,na
86.181,156.25,0.0,5.039205e-08,--,na
86.181,156.5,0.0,5.134025e-08,--,na
86.181,156.75,0.0,5.23247e-08,--,na
86.181,157.0,0.0,5.2891299999999997e-08,--,na
86.181,157.25,0.0,5.3790550000000004e-08,--,na
86.181,157.5,0.0,5.41321e-08,--,na
86.181,157.75,0.0,5.41517e-08,--,na
86.181,158.0,0.0,5.52541e-08,--,na
86.181,158.25,0.0,5.53317e-08,--,na
86.181,158.5,0.0,5.66311e-08,--,na
86.181,158.75,0.0,5.67672e-08,--,na
86.181,159.0,0.0,5.505585e-08,--,na
86.181,159.25,0.0,5.75516e-08,--,na
86.181,159.5,0.0,5.82495e-08,--,na
86.181,159.75,0.0,5.85297e-08,--,na
86.181,160.0,0.0,5.799065e-08,--,na
86.181,160.25,0.0,5.8403349999999996e-08,--,na
86.181,160.5,0.0,5.83829e-08,--,na
86.181,160.75,0.0,5.833965e-08,--,na
86.181,161.0,0.0,5.906565e-08,--,na
86.181,161.25,0.0,5.84685e-08,--,na
86.181,161.5,0.0,5.84895e-08,--,na
86.181,161.75,0.0,5.8264699999999996e-08,--,na
86.181,162.0,0.0,5.8233949999999995e-08,--,na
86.181,162.25,0.0,5.898335e-08,--,na
86.181,162.5,0.0,5.78388e-08,--,na
86.181,162.75,0.0,5.78067e-08,--,na
86.181,163.0,0.0,5.79564e-08,--,na
86.181,163.25,0.0,5.78846e-08,--,na
86.181,163.5,0.0,5.67359e-08,--,na
86.181,163.75,0.0,5.64196e-08,--,na
86.181,164.0,0.0,5.567635e-08,--,na
86.181,164.25,0.0,5.5118500000000005e-08,--,na
86.181,164.5,0.0,5.46757e-08,--,na
86.181,164.75,0.0,5.428705e-08,--,na
86.181,165.0,0.0,5.3492049999999996e-08,--,na
86.181,165.25,0.0,5.32951e-08,--,na
86.181,165.5,0.0,5.19785e-08,--,na
86.181,165.75,0.0,5.1848e-08,--,na
86.181,166.0,0.0,5.14843e-08,--,na
86.181,166.25,0.0,5.10553e-08,--,na
86.181,166.5,0.0,4.95552e-08,--,na
86.181,166.75,0.0,4.9878799999999995e-08,--,na
86.181,167.0,0.0,4.8774900000000006e-08,--,na
86.181,167.25,0.0,4.807015e-08,--,na
86.181,167.5,0.0,4.72477e-08,--,na
86.181,167.75,0.0,4.68812e-08,--,na
86.181,168.0,0.0,4.615725e-08,--,na
86.181,168.25,0.0,4.58832e-08,--,na
86.181,168.5,0.0,4.47346e-08,--,na
86.181,168.75,0.0,4.43197e-08,--,na
86.181,169.0,0.0,4.460215e-08,--,na
86.181,169.25,0.0,4.417385e-08,--,na
86.181,169.5,0.0,4.35689e-08,--,na
86.181,169.75,0.0,4.303105e-08,--,na
86.181,170.0,0.0,4.2621849999999995e-08,--,na
86.181,170.25,0.0,4.19186e-08,--,na
86.181,170.5,0.0,4.1711499999999996e-08,--,na
86.181,170.75,0.0,4.14313e-08,--,na
86.181,171.0,0.0,4.1556649999999994e-08,--,na
86.181,171.25,0.0,4.1167100000000006e-08,--,na
86.181,171.5,0.0,4.08242e-08,--,na
86.181,171.75,0.0,4.039535e-08,--,na
86.181,172.0,0.0,4.1040800000000006e-08,--,na
86.181,172.25,0.0,4.03262e-08,--,na
86.181,172.5,0.0,3.97897e-08,--,na
86.181,172.75,0.0,3.93386e-08,--,na
86.181,173.0,0.0,4.0265400000000005e-08,--,na
86.181,173.25,0.0,4.0068699999999997e-08,--,na
86.181,173.5,0.0,3.90204e-08,--,na
86.181,173.75,0.0,3.9606000000000004e-08,--,na
86.181,174.0,0.0,3.960445e-08,--,na
86.181,174.25,0.0,4.003005e-08,--,na
86.181,174.5,0.0,3.92449e-08,--,na
86.181,174.75,0.0,3.9100549999999996e-08,--,na
86.181,175.0,0.0,3.9235350000000006e-08,--,na
86.181,175.25,0.0,3.89482e-08,--,na
86.181,175.5,0.0,3.889335e-08,--,na
86.181,175.75,0.0,3.89044e-08,--,na
86.181,176.0,0.0,3.84655e-08,--,na
86.181,176.25,0.0,3.87669e-08,--,na
86.181,176.5,0.0,3.8545e-08,--,na
86.181,176.75,0.0,3.859175e-08,--,na
86.181,177.0,0.0,3.89769e-08,--,na
86.181,177.25,0.0,3.90647e-08,--,na
86.181,177.5,0.0,3.84206e-08,--,na
86.181,177.75,0.0,3.84666e-08,--,na
86.181,178.0,0.0,3.83258e-08,--,na
86.181,178.25,0.0,3.80524e-08,--,na
86.181,178.5,0.0,3.80186e-08,--,na
86.181,178.75,0.0,3.869335e-08,--,na
86.181,179.0,0.0,3.79849e-08,--,na
86.181,179.25,0.0,3.82775e-08,--,na
86.181,179.5,0.0,3.779435e-08,--,na
86.181,179.75,0.0,3.799305e-08,--,na
86.181,180.0,0.0,3.78116e-08,--,na
86.181,180.25,0.0,3.78069e-08,--,na
86.181,180.5,0.0,3.78079e-08,--,na
86.181,180.75,0.0,3.797665e-08,--,na
86.181,181.0,0.0,3.793035e-08,--,na
86.181,181.25,0.0,3.75292e-08,--,na
86.181,181.5,0.0,3.75826e-08,--,na
86.181,181.75,0.0,3.75939e-08,--,na
