ECM File Output,,,,,
Filename (includes date): 2025-09-09-10-07-dic-161.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1break, took the two good sections in middle for scan, left out junk above and below,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 28.034753906249986,,,,,
Y Right: 102.18092578124994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 130.5625,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 133.553125,,,,,
X max Position (raw - not laser corrected): 803.0359375,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
80.035,576.75,0.0,3.087575e-08,--,na
80.035,577.0,0.0,3.15148e-08,--,na
80.035,577.25,0.0,3.133995e-08,--,na
80.035,577.5,0.0,3.1618399999999994e-08,--,na
80.035,577.75,0.0,3.22268e-08,--,na
80.035,578.0,0.0,3.243465e-08,--,na
80.035,578.25,0.0,3.284305e-08,--,na
80.035,578.5,0.0,3.36588e-08,--,na
80.035,578.75,0.0,3.40967e-08,--,na
80.035,579.0,0.0,3.48412e-08,--,na
80.035,579.25,0.0,3.52545e-08,--,na
80.035,579.5,0.0,3.51451e-08,--,na
80.035,579.75,0.0,3.622555e-08,--,na
80.035,580.0,0.0,3.65628e-08,--,na
80.035,580.25,0.0,3.6867999999999996e-08,--,na
80.035,580.5,0.0,3.83077e-08,--,na
80.035,580.75,0.0,3.82748e-08,--,na
80.035,581.0,0.0,3.9479799999999996e-08,--,na
80.035,581.25,0.0,4.03803e-08,--,na
80.035,581.5,0.0,4.07905e-08,--,na
80.035,581.75,0.0,4.0987050000000004e-08,--,na
80.035,582.0,0.0,4.2139099999999996e-08,--,na
80.035,582.25,0.0,4.240245e-08,--,na
80.035,582.5,0.0,4.28612e-08,--,na
80.035,582.75,0.0,4.34932e-08,--,na
80.035,583.0,0.0,4.42518e-08,--,na
80.035,583.25,0.0,4.47237e-08,--,na
80.035,583.5,0.0,4.54704e-08,--,na
80.035,583.75,0.0,4.5976e-08,--,na
80.035,584.0,0.0,4.64223e-08,--,na
80.035,584.25,0.0,4.73191e-08,--,na
80.035,584.5,0.0,4.72858e-08,--,na
80.035,584.75,0.0,4.7980349999999996e-08,--,na
80.035,585.0,0.0,4.881525e-08,--,na
80.035,585.25,0.0,4.8943099999999996e-08,--,na
80.035,585.5,0.0,4.84736e-08,--,na
80.035,585.75,0.0,4.92537e-08,--,na
80.035,586.0,0.0,4.936535e-08,--,na
80.035,586.25,0.0,4.98656e-08,--,na
80.035,586.5,0.0,4.98525e-08,--,na
80.035,586.75,0.0,5.043665e-08,--,na
80.035,587.0,0.0,5.036145e-08,--,na
80.035,587.25,0.0,5.04629e-08,--,na
80.035,587.5,0.0,5.02668e-08,--,na
80.035,587.75,0.0,5.061435e-08,--,na
80.035,588.0,0.0,5.05847e-08,--,na
80.035,588.25,0.0,5.0269e-08,--,na
80.035,588.5,0.0,5.03701e-08,--,na
80.035,588.75,0.0,5.0319249999999996e-08,--,na
80.035,589.0,0.0,5.01279e-08,--,na
80.035,589.25,0.0,4.93317e-08,--,na
80.035,589.5,0.0,4.944765e-08,--,na
80.035,589.75,0.0,4.8879e-08,--,na
80.035,590.0,0.0,4.903255e-08,--,na
80.035,590.25,0.0,4.82322e-08,--,na
80.035,590.5,0.0,4.73847e-08,--,na
80.035,590.75,0.0,4.715705e-08,--,na
80.035,591.0,0.0,4.6076849999999995e-08,--,na
80.035,591.25,0.0,4.56524e-08,--,na
80.035,591.5,0.0,4.496e-08,--,na
80.035,591.75,0.0,4.5146899999999995e-08,--,na
80.035,592.0,0.0,4.508715e-08,--,na
80.035,592.25,0.0,4.3715e-08,--,na
80.035,592.5,0.0,4.28436e-08,--,na
80.035,592.75,0.0,4.182685e-08,--,na
80.035,593.0,0.0,4.10778e-08,--,na
80.035,593.25,0.0,3.9998250000000005e-08,--,na
80.035,593.5,0.0,3.986085e-08,--,na
80.035,593.75,0.0,3.95973e-08,--,na
80.035,594.0,0.0,3.8662700000000004e-08,--,na
80.035,594.25,0.0,3.81743e-08,--,na
80.035,594.5,0.0,3.7176800000000005e-08,--,na
80.035,594.75,0.0,3.66741e-08,--,na
80.035,595.0,0.0,3.57317e-08,--,na
80.035,595.25,0.0,3.50209e-08,--,na
80.035,595.5,0.0,3.50715e-08,--,na
80.035,595.75,0.0,3.48632e-08,--,na
80.035,596.0,0.0,3.411985e-08,--,na
80.035,596.25,0.0,3.43666e-08,--,na
80.035,596.5,0.0,3.32997e-08,--,na
80.035,596.75,0.0,3.343575e-08,--,na
80.035,597.0,0.0,3.26371e-08,--,na
80.035,597.25,0.0,3.26403e-08,--,na
80.035,597.5,0.0,3.2719949999999995e-08,--,na
80.035,597.75,0.0,3.25939e-08,--,na
80.035,598.0,0.0,3.27978e-08,--,na
80.035,598.25,0.0,3.24571e-08,--,na
80.035,598.5,0.0,3.23521e-08,--,na
80.035,598.75,0.0,3.25878e-08,--,na
80.035,599.0,0.0,3.24228e-08,--,na
80.035,599.25,0.0,3.24225e-08,--,na
80.035,599.5,0.0,3.22957e-08,--,na
80.035,599.75,0.0,3.22899e-08,--,na
80.035,600.0,0.0,3.31222e-08,--,na
80.035,600.25,0.0,3.26958e-08,--,na
80.035,600.5,0.0,3.26798e-08,--,na
80.035,600.75,0.0,3.277595e-08,--,na
80.035,601.0,0.0,3.244005e-08,--,na
80.035,601.25,0.0,3.25567e-08,--,na
80.035,601.5,0.0,3.28504e-08,--,na
80.035,601.75,0.0,3.25079e-08,--,na
80.035,602.0,0.0,3.24447e-08,--,na
80.035,602.25,0.0,3.13697e-08,--,na
80.035,602.5,0.0,3.2846749999999996e-08,--,na
80.035,602.75,0.0,3.263605e-08,--,na
80.035,603.0,0.0,3.26769e-08,--,na
80.035,603.25,0.0,3.2533949999999996e-08,--,na
80.035,603.5,0.0,3.31218e-08,--,na
80.035,603.75,0.0,3.2730150000000004e-08,--,na
80.035,604.0,0.0,3.314105e-08,--,na
80.035,604.25,0.0,3.33533e-08,--,na
80.035,604.5,0.0,3.30188e-08,--,na
80.035,604.75,0.0,3.398015e-08,--,na
80.035,605.0,0.0,3.372505e-08,--,na
80.035,605.25,0.0,3.39563e-08,--,na
80.035,605.5,0.0,3.35686e-08,--,na
80.035,605.75,0.0,3.4764799999999996e-08,--,na
80.035,606.0,0.0,3.4962799999999996e-08,--,na
80.035,606.25,0.0,3.48723e-08,--,na
80.035,606.5,0.0,3.5656549999999995e-08,--,na
80.035,606.75,0.0,3.503285e-08,--,na
80.035,607.0,0.0,3.58128e-08,--,na
80.035,607.25,0.0,3.62009e-08,--,na
80.035,607.5,0.0,3.62078e-08,--,na
80.035,607.75,0.0,3.6615899999999996e-08,--,na
80.035,608.0,0.0,3.691715e-08,--,na
80.035,608.25,0.0,3.80508e-08,--,na
80.035,608.5,0.0,3.76483e-08,--,na
80.035,608.75,0.0,3.9243599999999995e-08,--,na
80.035,609.0,0.0,3.86564e-08,--,na
80.035,609.25,0.0,3.871955e-08,--,na
80.035,609.5,0.0,3.96941e-08,--,na
80.035,609.75,0.0,3.984155e-08,--,na
80.035,610.0,0.0,3.9741549999999995e-08,--,na
80.035,610.25,0.0,4.0486e-08,--,na
80.035,610.5,0.0,4.00444e-08,--,na
80.035,610.75,0.0,3.94357e-08,--,na
80.035,611.0,0.0,4.15723e-08,--,na
80.035,611.25,0.0,4.1532850000000004e-08,--,na
80.035,611.5,0.0,4.23685e-08,--,na
80.035,611.75,0.0,4.163715e-08,--,na
80.035,612.0,0.0,4.19085e-08,--,na
80.035,612.25,0.0,4.22574e-08,--,na
80.035,612.5,0.0,4.230185e-08,--,na
80.035,612.75,0.0,4.183285e-08,--,na
80.035,613.0,0.0,4.25835e-08,--,na
80.035,613.25,0.0,4.23845e-08,--,na
80.035,613.5,0.0,4.29691e-08,--,na
80.035,613.75,0.0,4.2895e-08,--,na
80.035,614.0,0.0,4.44507e-08,--,na
80.035,614.25,0.0,4.288845e-08,--,na
80.035,614.5,0.0,4.353955e-08,--,na
80.035,614.75,0.0,4.29901e-08,--,na
80.035,615.0,0.0,4.35539e-08,--,na
80.035,615.25,0.0,4.3413700000000004e-08,--,na
80.035,615.5,0.0,4.37568e-08,--,na
80.035,615.75,0.0,4.3629800000000003e-08,--,na
80.035,616.0,0.0,4.33573e-08,--,na
80.035,616.25,0.0,4.37906e-08,--,na
80.035,616.5,0.0,4.38543e-08,--,na
80.035,616.75,0.0,4.4047e-08,--,na
80.035,617.0,0.0,4.41115e-08,--,na
80.035,617.25,0.0,4.41112e-08,--,na
80.035,617.5,0.0,4.383955e-08,--,na
80.035,617.75,0.0,4.40036e-08,--,na
80.035,618.0,0.0,4.36674e-08,--,na
80.035,618.25,0.0,4.340285e-08,--,na
80.035,618.5,0.0,4.33013e-08,--,na
80.035,618.75,0.0,4.34543e-08,--,na
80.035,619.0,0.0,4.27834e-08,--,na
80.035,619.25,0.0,4.34309e-08,--,na
80.035,619.5,0.0,4.28918e-08,--,na
80.035,619.75,0.0,4.311425e-08,--,na
80.035,620.0,0.0,4.2832e-08,--,na
80.035,620.25,0.0,4.23406e-08,--,na
80.035,620.5,0.0,4.2576250000000004e-08,--,na
80.035,620.75,0.0,4.19933e-08,--,na
80.035,621.0,0.0,4.16261e-08,--,na
80.035,621.25,0.0,4.16279e-08,--,na
80.035,621.5,0.0,4.11225e-08,--,na
80.035,621.75,0.0,4.1162849999999995e-08,--,na
80.035,622.0,0.0,4.10887e-08,--,na
80.035,622.25,0.0,4.0111900000000003e-08,--,na
80.035,622.5,0.0,4.0244600000000006e-08,--,na
80.035,622.75,0.0,3.99704e-08,--,na
80.035,623.0,0.0,3.97677e-08,--,na
80.035,623.25,0.0,3.9411900000000004e-08,--,na
80.035,623.5,0.0,3.915755e-08,--,na
80.035,623.75,0.0,3.87237e-08,--,na
80.035,624.0,0.0,3.83162e-08,--,na
80.035,624.25,0.0,3.7611799999999995e-08,--,na
80.035,624.5,0.0,3.74385e-08,--,na
80.035,624.75,0.0,3.7077400000000004e-08,--,na
80.035,625.0,0.0,3.67716e-08,--,na
80.035,625.25,0.0,3.6323800000000004e-08,--,na
80.035,625.5,0.0,3.58616e-08,--,na
80.035,625.75,0.0,3.55452e-08,--,na
80.035,626.0,0.0,3.53e-08,--,na
80.035,626.25,0.0,3.47589e-08,--,na
80.035,626.5,0.0,3.40537e-08,--,na
80.035,626.75,0.0,3.3802e-08,--,na
80.035,627.0,0.0,3.28349e-08,--,na
80.035,627.25,0.0,3.28512e-08,--,na
80.035,627.5,0.0,3.2352699999999996e-08,--,na
80.035,627.75,0.0,3.20043e-08,--,na
80.035,628.0,0.0,3.221145e-08,--,na
80.035,628.25,0.0,3.11519e-08,--,na
80.035,628.5,0.0,3.10455e-08,--,na
80.035,628.75,0.0,2.95571e-08,--,na
80.035,629.0,0.0,3.090535e-08,--,na
80.035,629.25,0.0,3.08281e-08,--,na
80.035,629.5,0.0,3.0389050000000004e-08,--,na
80.035,629.75,0.0,3.11629e-08,--,na
80.035,630.0,0.0,3.0096700000000005e-08,--,na
80.035,630.25,0.0,3.0218e-08,--,na
80.035,630.5,0.0,3.02983e-08,--,na
80.035,630.75,0.0,2.97955e-08,--,na
80.035,631.0,0.0,3.02404e-08,--,na
80.035,631.25,0.0,2.9910149999999996e-08,--,na
80.035,631.5,0.0,2.98644e-08,--,na
80.035,631.75,0.0,3.05818e-08,--,na
80.035,632.0,0.0,3.0913499999999994e-08,--,na
80.035,632.25,0.0,3.11691e-08,--,na
80.035,632.5,0.0,3.08231e-08,--,na
80.035,632.75,0.0,3.12935e-08,--,na
80.035,633.0,0.0,3.1817450000000004e-08,--,na
80.035,633.25,0.0,3.273965e-08,--,na
80.035,633.5,0.0,3.20334e-08,--,na
80.035,633.75,0.0,3.37041e-08,--,na
80.035,634.0,0.0,3.2629999999999995e-08,--,na
80.035,634.25,0.0,3.36157e-08,--,na
80.035,634.5,0.0,3.37145e-08,--,na
80.035,634.75,0.0,3.37997e-08,--,na
80.035,635.0,0.0,3.441885e-08,--,na
80.035,635.25,0.0,3.46576e-08,--,na
80.035,635.5,0.0,3.5067649999999994e-08,--,na
80.035,635.75,0.0,3.50239e-08,--,na
80.035,636.0,0.0,3.551805e-08,--,na
80.035,636.25,0.0,3.5471399999999996e-08,--,na
80.035,636.5,0.0,3.60638e-08,--,na
80.035,636.75,0.0,3.66127e-08,--,na
80.035,637.0,0.0,3.6600250000000004e-08,--,na
80.035,637.25,0.0,3.7547199999999996e-08,--,na
80.035,637.5,0.0,3.63377e-08,--,na
80.035,637.75,0.0,3.72363e-08,--,na
80.035,638.0,0.0,3.793775e-08,--,na
80.035,638.25,0.0,3.7754550000000005e-08,--,na
80.035,638.5,0.0,3.74587e-08,--,na
80.035,638.75,0.0,3.76015e-08,--,na
80.035,639.0,0.0,3.7804100000000004e-08,--,na
80.035,639.25,0.0,3.82864e-08,--,na
80.035,639.5,0.0,3.79789e-08,--,na
80.035,639.75,0.0,3.921295e-08,--,na
80.035,640.0,0.0,3.8161e-08,--,na
80.035,640.25,0.0,3.96376e-08,--,na
80.035,640.5,0.0,3.93575e-08,--,na
80.035,640.75,0.0,3.89096e-08,--,na
80.035,641.0,0.0,3.96478e-08,--,na
80.035,641.25,0.0,4.017295e-08,--,na
80.035,641.5,0.0,3.98897e-08,--,na
80.035,641.75,0.0,4.0130599999999995e-08,--,na
80.035,642.0,0.0,3.97694e-08,--,na
80.035,642.25,0.0,4.027885e-08,--,na
80.035,642.5,0.0,4.0520700000000006e-08,--,na
80.035,642.75,0.0,4.14269e-08,--,na
80.035,643.0,0.0,4.063965e-08,--,na
80.035,643.25,0.0,4.12781e-08,--,na
80.035,643.5,0.0,4.11431e-08,--,na
80.035,643.75,0.0,4.11617e-08,--,na
80.035,644.0,0.0,4.1293250000000005e-08,--,na
80.035,644.25,0.0,4.149895e-08,--,na
80.035,644.5,0.0,4.24113e-08,--,na
80.035,644.75,0.0,4.21846e-08,--,na
80.035,645.0,0.0,4.22116e-08,--,na
80.035,645.25,0.0,4.210095e-08,--,na
80.035,645.5,0.0,4.23358e-08,--,na
80.035,645.75,0.0,4.19938e-08,--,na
80.035,646.0,0.0,4.13102e-08,--,na
80.035,646.25,0.0,4.151815e-08,--,na
80.035,646.5,0.0,4.17373e-08,--,na
80.035,646.75,0.0,4.137675e-08,--,na
80.035,647.0,0.0,4.16705e-08,--,na
80.035,647.25,0.0,4.18334e-08,--,na
80.035,647.5,0.0,4.18625e-08,--,na
80.035,647.75,0.0,4.1769999999999996e-08,--,na
80.035,648.0,0.0,4.10945e-08,--,na
80.035,648.25,0.0,4.182235e-08,--,na
80.035,648.5,0.0,4.22052e-08,--,na
80.035,648.75,0.0,4.1804149999999997e-08,--,na
80.035,649.0,0.0,4.1175349999999996e-08,--,na
80.035,649.25,0.0,4.15208e-08,--,na
80.035,649.5,0.0,4.15752e-08,--,na
80.035,649.75,0.0,4.11108e-08,--,na
80.035,650.0,0.0,4.065265e-08,--,na
80.035,650.25,0.0,4.05582e-08,--,na
80.035,650.5,0.0,4.11792e-08,--,na
80.035,650.75,0.0,4.07812e-08,--,na
80.035,651.0,0.0,4.063165e-08,--,na
80.035,651.25,0.0,4.1012349999999996e-08,--,na
80.035,651.5,0.0,4.03209e-08,--,na
80.035,651.75,0.0,4.01235e-08,--,na
80.035,652.0,0.0,4.0665049999999997e-08,--,na
80.035,652.25,0.0,4.064665e-08,--,na
80.035,652.5,0.0,3.99594e-08,--,na
80.035,652.75,0.0,3.9879e-08,--,na
80.035,653.0,0.0,3.962175e-08,--,na
80.035,653.25,0.0,3.91037e-08,--,na
80.035,653.5,0.0,4.01706e-08,--,na
80.035,653.75,0.0,3.95987e-08,--,na
80.035,654.0,0.0,3.97398e-08,--,na
80.035,654.25,0.0,3.94537e-08,--,na
80.035,654.5,0.0,3.89648e-08,--,na
80.035,654.75,0.0,3.977855e-08,--,na
80.035,655.0,0.0,3.86403e-08,--,na
80.035,655.25,0.0,3.8969349999999996e-08,--,na
80.035,655.5,0.0,3.82819e-08,--,na
80.035,655.75,0.0,3.85003e-08,--,na
80.035,656.0,0.0,3.8391e-08,--,na
80.035,656.25,0.0,3.8566300000000006e-08,--,na
80.035,656.5,0.0,3.80978e-08,--,na
80.035,656.75,0.0,3.8089949999999996e-08,--,na
80.035,657.0,0.0,3.75718e-08,--,na
80.035,657.25,0.0,3.81913e-08,--,na
80.035,657.5,0.0,3.77557e-08,--,na
80.035,657.75,0.0,3.81888e-08,--,na
80.035,658.0,0.0,3.83682e-08,--,na
80.035,658.25,0.0,3.80076e-08,--,na
80.035,658.5,0.0,3.81055e-08,--,na
80.035,658.75,0.0,3.762445e-08,--,na
80.035,659.0,0.0,3.83428e-08,--,na
80.035,659.25,0.0,3.7696900000000005e-08,--,na
80.035,659.5,0.0,3.75507e-08,--,na
80.035,659.75,0.0,3.7452e-08,--,na
80.035,660.0,0.0,3.733e-08,--,na
80.035,660.25,0.0,3.707185e-08,--,na
80.035,660.5,0.0,3.73582e-08,--,na
80.035,660.75,0.0,3.70891e-08,--,na
80.035,661.0,0.0,3.72724e-08,--,na
80.035,661.25,0.0,3.713845e-08,--,na
80.035,661.5,0.0,3.61818e-08,--,na
80.035,661.75,0.0,3.69733e-08,--,na
80.035,662.0,0.0,3.716635e-08,--,na
80.035,662.25,0.0,3.69042e-08,--,na
80.035,662.5,0.0,3.72246e-08,--,na
80.035,662.75,0.0,3.69812e-08,--,na
80.035,663.0,0.0,3.6878149999999996e-08,--,na
80.035,663.25,0.0,3.64581e-08,--,na
80.035,663.5,0.0,3.6461e-08,--,na
80.035,663.75,0.0,3.625875e-08,--,na
80.035,664.0,0.0,3.651015e-08,--,na
80.035,664.25,0.0,3.70767e-08,--,na
80.035,664.5,0.0,3.64821e-08,--,na
80.035,664.75,0.0,3.639975e-08,--,na
80.035,665.0,0.0,3.58925e-08,--,na
80.035,665.25,0.0,3.48637e-08,--,na
80.035,665.5,0.0,3.533235e-08,--,na
80.035,665.75,0.0,3.48903e-08,--,na
80.035,666.0,0.0,3.581765e-08,--,na
80.035,666.25,0.0,3.44036e-08,--,na
80.035,666.5,0.0,3.3825950000000005e-08,--,na
80.035,666.75,0.0,3.339475e-08,--,na
80.035,667.0,0.0,3.33822e-08,--,na
80.035,667.25,0.0,3.27807e-08,--,na
80.035,667.5,0.0,3.2714e-08,--,na
80.035,667.75,0.0,3.186505e-08,--,na
80.035,668.0,0.0,3.125585e-08,--,na
80.035,668.25,0.0,3.06941e-08,--,na
80.035,668.5,0.0,3.06646e-08,--,na
80.035,668.75,0.0,2.92265e-08,--,na
80.035,669.0,0.0,2.833335e-08,--,na
86.181,0.0,0.0,3.25812e-08,--,na
86.181,0.25,0.0,3.27305e-08,--,na
86.181,0.5,0.0,3.30141e-08,--,na
86.181,0.75,0.0,3.32805e-08,--,na
86.181,1.0,0.0,3.351765e-08,--,na
86.181,1.25,0.0,3.414235e-08,--,na
86.181,1.5,0.0,3.527315e-08,--,na
86.181,1.75,0.0,3.61751e-08,--,na
86.181,2.0,0.0,3.66605e-08,--,na
86.181,2.25,0.0,3.9278150000000004e-08,--,na
86.181,2.5,0.0,4.07625e-08,--,na
86.181,2.75,0.0,4.16772e-08,--,na
86.181,3.0,0.0,4.18409e-08,--,na
86.181,3.25,0.0,4.325255e-08,--,na
86.181,3.5,0.0,4.34803e-08,--,na
86.181,3.75,0.0,4.4243e-08,--,na
86.181,4.0,0.0,4.426475e-08,--,na
86.181,4.25,0.0,4.44588e-08,--,na
86.181,4.5,0.0,4.4197499999999996e-08,--,na
86.181,4.75,0.0,4.46737e-08,--,na
86.181,5.0,0.0,4.46076e-08,--,na
86.181,5.25,0.0,4.46403e-08,--,na
86.181,5.5,0.0,4.4742350000000004e-08,--,na
86.181,5.75,0.0,4.5251e-08,--,na
86.181,6.0,0.0,4.48834e-08,--,na
86.181,6.25,0.0,4.52374e-08,--,na
86.181,6.5,0.0,4.5241300000000004e-08,--,na
86.181,6.75,0.0,4.6113e-08,--,na
86.181,7.0,0.0,4.536645e-08,--,na
86.181,7.25,0.0,4.58707e-08,--,na
86.181,7.5,0.0,4.57698e-08,--,na
86.181,7.75,0.0,4.57774e-08,--,na
86.181,8.0,0.0,4.565845e-08,--,na
86.181,8.25,0.0,4.571395e-08,--,na
86.181,8.5,0.0,4.56382e-08,--,na
86.181,8.75,0.0,4.59863e-08,--,na
86.181,9.0,0.0,4.5348099999999996e-08,--,na
86.181,9.25,0.0,4.5907599999999995e-08,--,na
86.181,9.5,0.0,4.55698e-08,--,na
86.181,9.75,0.0,4.56982e-08,--,na
86.181,10.0,0.0,4.572795e-08,--,na
86.181,10.25,0.0,4.5830200000000005e-08,--,na
86.181,10.5,0.0,4.54962e-08,--,na
86.181,10.75,0.0,4.5484e-08,--,na
86.181,11.0,0.0,4.5296e-08,--,na
86.181,11.25,0.0,4.514565e-08,--,na
86.181,11.5,0.0,4.56682e-08,--,na
86.181,11.75,0.0,4.52876e-08,--,na
86.181,12.0,0.0,4.4612150000000004e-08,--,na
86.181,12.25,0.0,4.5250049999999994e-08,--,na
86.181,12.5,0.0,4.56787e-08,--,na
86.181,12.75,0.0,4.53279e-08,--,na
86.181,13.0,0.0,4.529295e-08,--,na
86.181,13.25,0.0,4.54081e-08,--,na
86.181,13.5,0.0,4.53079e-08,--,na
86.181,13.75,0.0,4.49477e-08,--,na
86.181,14.0,0.0,4.60685e-08,--,na
86.181,14.25,0.0,4.527885e-08,--,na
86.181,14.5,0.0,4.5735e-08,--,na
86.181,14.75,0.0,4.491885e-08,--,na
86.181,15.0,0.0,4.4987949999999996e-08,--,na
86.181,15.25,0.0,4.55926e-08,--,na
86.181,15.5,0.0,4.544885e-08,--,na
86.181,15.75,0.0,4.57589e-08,--,na
86.181,16.0,0.0,4.53767e-08,--,na
86.181,16.25,0.0,4.56728e-08,--,na
86.181,16.5,0.0,4.57708e-08,--,na
86.181,16.75,0.0,4.6312e-08,--,na
86.181,17.0,0.0,4.6049350000000003e-08,--,na
86.181,17.25,0.0,4.613445e-08,--,na
86.181,17.5,0.0,4.62283e-08,--,na
86.181,17.75,0.0,4.626105e-08,--,na
86.181,18.0,0.0,4.64691e-08,--,na
86.181,18.25,0.0,4.877335e-08,--,na
86.181,18.5,0.0,4.67645e-08,--,na
86.181,18.75,0.0,4.7422e-08,--,na
86.181,19.0,0.0,4.69713e-08,--,na
86.181,19.25,0.0,4.84128e-08,--,na
86.181,19.5,0.0,4.73782e-08,--,na
86.181,19.75,0.0,4.7443849999999996e-08,--,na
86.181,20.0,0.0,4.79877e-08,--,na
86.181,20.25,0.0,4.81046e-08,--,na
86.181,20.5,0.0,4.72469e-08,--,na
86.181,20.75,0.0,4.83462e-08,--,na
86.181,21.0,0.0,4.8136450000000006e-08,--,na
86.181,21.25,0.0,4.83278e-08,--,na
86.181,21.5,0.0,4.93051e-08,--,na
86.181,21.75,0.0,4.9815450000000004e-08,--,na
86.181,22.0,0.0,4.80678e-08,--,na
86.181,22.25,0.0,4.88727e-08,--,na
86.181,22.5,0.0,4.96645e-08,--,na
86.181,22.75,0.0,4.881485e-08,--,na
86.181,23.0,0.0,4.908545e-08,--,na
86.181,23.25,0.0,4.87346e-08,--,na
86.181,23.5,0.0,4.89066e-08,--,na
86.181,23.75,0.0,4.91687e-08,--,na
86.181,24.0,0.0,4.89397e-08,--,na
86.181,24.25,0.0,4.80884e-08,--,na
86.181,24.5,0.0,4.850655e-08,--,na
86.181,24.75,0.0,4.89049e-08,--,na
86.181,25.0,0.0,4.8334749999999995e-08,--,na
86.181,25.25,0.0,4.78716e-08,--,na
86.181,25.5,0.0,4.795835e-08,--,na
86.181,25.75,0.0,4.8702e-08,--,na
86.181,26.0,0.0,4.78007e-08,--,na
86.181,26.25,0.0,4.72148e-08,--,na
86.181,26.5,0.0,4.720295e-08,--,na
86.181,26.75,0.0,4.67658e-08,--,na
86.181,27.0,0.0,4.79025e-08,--,na
86.181,27.25,0.0,4.66861e-08,--,na
86.181,27.5,0.0,4.6698399999999994e-08,--,na
86.181,27.75,0.0,4.62703e-08,--,na
86.181,28.0,0.0,4.57669e-08,--,na
86.181,28.25,0.0,4.61514e-08,--,na
86.181,28.5,0.0,4.559165e-08,--,na
86.181,28.75,0.0,4.53357e-08,--,na
86.181,29.0,0.0,4.54879e-08,--,na
86.181,29.25,0.0,4.50833e-08,--,na
86.181,29.5,0.0,4.36404e-08,--,na
86.181,29.75,0.0,4.4307899999999997e-08,--,na
86.181,30.0,0.0,4.38841e-08,--,na
86.181,30.25,0.0,4.38246e-08,--,na
86.181,30.5,0.0,4.3701300000000005e-08,--,na
86.181,30.75,0.0,4.3466450000000005e-08,--,na
86.181,31.0,0.0,4.1231149999999995e-08,--,na
86.181,31.25,0.0,4.47044e-08,--,na
86.181,31.5,0.0,4.1108549999999997e-08,--,na
86.181,31.75,0.0,4.14078e-08,--,na
86.181,32.0,0.0,4.103515e-08,--,na
86.181,32.25,0.0,4.26516e-08,--,na
86.181,32.5,0.0,4.0192e-08,--,na
86.181,32.75,0.0,4.05696e-08,--,na
86.181,33.0,0.0,3.939145e-08,--,na
86.181,33.25,0.0,3.89767e-08,--,na
86.181,33.5,0.0,3.9603300000000004e-08,--,na
86.181,33.75,0.0,3.81381e-08,--,na
86.181,34.0,0.0,3.93843e-08,--,na
86.181,34.25,0.0,3.79292e-08,--,na
86.181,34.5,0.0,3.798735e-08,--,na
86.181,34.75,0.0,3.63023e-08,--,na
86.181,35.0,0.0,3.7588000000000005e-08,--,na
86.181,35.25,0.0,3.76699e-08,--,na
86.181,35.5,0.0,3.70872e-08,--,na
86.181,35.75,0.0,3.53944e-08,--,na
86.181,36.0,0.0,3.35057e-08,--,na
86.181,36.25,0.0,3.89887e-08,--,na
86.181,36.5,0.0,3.77105e-08,--,na
86.181,36.75,0.0,3.62339e-08,--,na
86.181,37.0,0.0,3.92026e-08,--,na
86.181,37.25,0.0,3.63384e-08,--,na
86.181,37.5,0.0,2.93616e-08,--,na
86.181,37.75,0.0,3.62097e-08,--,na
86.181,38.0,0.0,3.59394e-08,--,na
86.181,38.25,0.0,3.61026e-08,--,na
86.181,38.5,0.0,3.745825e-08,--,na
86.181,38.75,0.0,3.64977e-08,--,na
86.181,39.0,0.0,3.63569e-08,--,na
86.181,39.25,0.0,3.48999e-08,--,na
86.181,39.5,0.0,3.495275e-08,--,na
86.181,39.75,0.0,3.60502e-08,--,na
86.181,40.0,0.0,3.589645e-08,--,na
86.181,40.25,0.0,3.70894e-08,--,na
86.181,40.5,0.0,3.5477649999999996e-08,--,na
86.181,40.75,0.0,3.62015e-08,--,na
86.181,41.0,0.0,3.5122e-08,--,na
86.181,41.25,0.0,3.50339e-08,--,na
86.181,41.5,0.0,3.54227e-08,--,na
86.181,41.75,0.0,3.6583449999999995e-08,--,na
86.181,42.0,0.0,3.58124e-08,--,na
86.181,42.25,0.0,3.92011e-08,--,na
86.181,42.5,0.0,3.42942e-08,--,na
86.181,42.75,0.0,3.57897e-08,--,na
86.181,43.0,0.0,3.297095e-08,--,na
86.181,43.25,0.0,3.67173e-08,--,na
86.181,43.5,0.0,3.594165e-08,--,na
86.181,43.75,0.0,3.56552e-08,--,na
86.181,44.0,0.0,3.364255e-08,--,na
86.181,44.25,0.0,3.23794e-08,--,na
86.181,44.5,0.0,3.4957549999999997e-08,--,na
