ECM File Output,,,,,
Filename (includes date): 2025-09-08-12-00-dic1-168.txt,,,,,
AC Collect Speed: 10,,,,,
DC Collect Speed: 25,,,,,
DC Voltage: 1000,,,,,
Note: 1piece, left out bad top 22cm and bottom 26.5cm pre scan,,,,,
mm per encode step: 0.25,,,,,
Number of Expected tracks: 6,,,,,
ACDC offset: 305,,,,,
Laser offset: -10,,,,,
Y Left: 32.43014453124998,,,,,
Y Right: 103.57991015624994,,,,,
AC edgespace 16,,,,,
DC edgespace 12,,,,,
Index Mark (raw - not laser corrected): 254.05937500000002,,,,,
Index Mark Relative Depth: ,,,,,
Index Mark 2 Relative Depth: 0.0,,,,,
Index Mark 3 Relative Depth: 0.0,,,,,
(first) Index Mark Absolute Depth: ,,,,,
X min Position (raw - not laser corrected): 254.05937500000002,,,,,
X max Position (raw - not laser corrected): 730.3453125000001,,,,,
Y_dimension(mm),X_dimension(mm),Button,AC,DC,True_depth(m)
87.58,32.75,0.0,3.7354449999999996e-08,--,na
87.58,33.0,0.0,3.69368e-08,--,na
87.58,33.25,0.0,3.69537e-08,--,na
87.58,33.5,0.0,3.73867e-08,--,na
87.58,33.75,0.0,3.64272e-08,--,na
87.58,34.0,0.0,3.67025e-08,--,na
87.58,34.25,0.0,3.69427e-08,--,na
87.58,34.5,0.0,3.66743e-08,--,na
87.58,34.75,0.0,3.720885e-08,--,na
87.58,35.0,0.0,3.69198e-08,--,na
87.58,35.25,0.0,3.692545e-08,--,na
87.58,35.5,0.0,3.72504e-08,--,na
87.58,35.75,0.0,3.72248e-08,--,na
87.58,36.0,0.0,3.715535e-08,--,na
87.58,36.25,0.0,3.7592349999999996e-08,--,na
87.58,36.5,0.0,3.792e-08,--,na
87.58,36.75,0.0,3.80684e-08,--,na
87.58,37.0,0.0,3.84301e-08,--,na
87.58,37.25,0.0,3.85939e-08,--,na
87.58,37.5,0.0,3.86712e-08,--,na
87.58,37.75,0.0,3.90555e-08,--,na
87.58,38.0,0.0,3.96172e-08,--,na
87.58,38.25,0.0,3.9530699999999995e-08,--,na
87.58,38.5,0.0,3.997635e-08,--,na
87.58,38.75,0.0,4.07702e-08,--,na
87.58,39.0,0.0,4.07405e-08,--,na
87.58,39.25,0.0,4.070765e-08,--,na
87.58,39.5,0.0,4.13468e-08,--,na
87.58,39.75,0.0,4.1586450000000004e-08,--,na
87.58,40.0,0.0,4.19214e-08,--,na
87.58,40.25,0.0,4.16325e-08,--,na
87.58,40.5,0.0,4.212905e-08,--,na
87.58,40.75,0.0,4.30902e-08,--,na
87.58,41.0,0.0,4.289595e-08,--,na
87.58,41.25,0.0,4.31955e-08,--,na
87.58,41.5,0.0,4.34799e-08,--,na
87.58,41.75,0.0,4.3391149999999996e-08,--,na
87.58,42.0,0.0,4.33414e-08,--,na
87.58,42.25,0.0,4.34051e-08,--,na
87.58,42.5,0.0,4.38834e-08,--,na
87.58,42.75,0.0,4.3206e-08,--,na
87.58,43.0,0.0,4.4358350000000005e-08,--,na
87.58,43.25,0.0,4.42667e-08,--,na
87.58,43.5,0.0,4.37784e-08,--,na
87.58,43.75,0.0,4.40599e-08,--,na
87.58,44.0,0.0,4.3964400000000004e-08,--,na
87.58,44.25,0.0,4.42994e-08,--,na
87.58,44.5,0.0,4.42295e-08,--,na
87.58,44.75,0.0,4.39495e-08,--,na
87.58,45.0,0.0,4.4391e-08,--,na
87.58,45.25,0.0,4.351775e-08,--,na
87.58,45.5,0.0,4.327775e-08,--,na
87.58,45.75,0.0,4.36388e-08,--,na
87.58,46.0,0.0,4.3598099999999997e-08,--,na
87.58,46.25,0.0,4.29016e-08,--,na
87.58,46.5,0.0,4.2963950000000004e-08,--,na
87.58,46.75,0.0,4.38176e-08,--,na
87.58,47.0,0.0,4.25043e-08,--,na
87.58,47.25,0.0,4.259525e-08,--,na
87.58,47.5,0.0,4.280475e-08,--,na
87.58,47.75,0.0,4.20647e-08,--,na
87.58,48.0,0.0,4.2008450000000006e-08,--,na
87.58,48.25,0.0,4.19146e-08,--,na
87.58,48.5,0.0,4.1541249999999995e-08,--,na
87.58,48.75,0.0,4.15632e-08,--,na
87.58,49.0,0.0,4.06754e-08,--,na
87.58,49.25,0.0,4.274e-08,--,na
87.58,49.5,0.0,4.1052300000000006e-08,--,na
87.58,49.75,0.0,4.030705e-08,--,na
87.58,50.0,0.0,4.00961e-08,--,na
87.58,50.25,0.0,3.95761e-08,--,na
87.58,50.5,0.0,3.9809750000000003e-08,--,na
87.58,50.75,0.0,3.9793e-08,--,na
87.58,51.0,0.0,3.927145e-08,--,na
87.58,51.25,0.0,3.8872149999999994e-08,--,na
87.58,51.5,0.0,3.90942e-08,--,na
87.58,51.75,0.0,3.8442e-08,--,na
87.58,52.0,0.0,3.886245e-08,--,na
87.58,52.25,0.0,3.84078e-08,--,na
87.58,52.5,0.0,3.829465e-08,--,na
87.58,52.75,0.0,3.87355e-08,--,na
87.58,53.0,0.0,3.82403e-08,--,na
87.58,53.25,0.0,3.809075e-08,--,na
87.58,53.5,0.0,3.85498e-08,--,na
87.58,53.75,0.0,3.86644e-08,--,na
87.58,54.0,0.0,3.8801949999999996e-08,--,na
87.58,54.25,0.0,3.850195e-08,--,na
87.58,54.5,0.0,3.93481e-08,--,na
87.58,54.75,0.0,3.95459e-08,--,na
87.58,55.0,0.0,4.003225e-08,--,na
87.58,55.25,0.0,3.93262e-08,--,na
87.58,55.5,0.0,4.1543e-08,--,na
87.58,55.75,0.0,4.1725699999999996e-08,--,na
87.58,56.0,0.0,4.1754150000000006e-08,--,na
87.58,56.25,0.0,4.270375e-08,--,na
87.58,56.5,0.0,4.32413e-08,--,na
87.58,56.75,0.0,4.40057e-08,--,na
87.58,57.0,0.0,4.39208e-08,--,na
87.58,57.25,0.0,4.445295e-08,--,na
87.58,57.5,0.0,4.49385e-08,--,na
87.58,57.75,0.0,4.4986150000000005e-08,--,na
87.58,58.0,0.0,4.5186799999999995e-08,--,na
87.58,58.25,0.0,4.543895e-08,--,na
87.58,58.5,0.0,4.56353e-08,--,na
87.58,58.75,0.0,4.5777800000000004e-08,--,na
87.58,59.0,0.0,4.5964e-08,--,na
87.58,59.25,0.0,4.69976e-08,--,na
87.58,59.5,0.0,4.5869250000000006e-08,--,na
87.58,59.75,0.0,4.6327749999999996e-08,--,na
87.58,60.0,0.0,4.55398e-08,--,na
87.58,60.25,0.0,4.6060650000000006e-08,--,na
87.58,60.5,0.0,4.65268e-08,--,na
87.58,60.75,0.0,4.6009199999999996e-08,--,na
87.58,61.0,0.0,4.49889e-08,--,na
87.58,61.25,0.0,4.5108849999999996e-08,--,na
87.58,61.5,0.0,4.42057e-08,--,na
87.58,61.75,0.0,4.30502e-08,--,na
87.58,62.0,0.0,4.23028e-08,--,na
87.58,62.25,0.0,4.1117250000000004e-08,--,na
87.58,62.5,0.0,4.02654e-08,--,na
87.58,62.75,0.0,3.790885e-08,--,na
87.58,63.0,0.0,3.73649e-08,--,na
87.58,63.25,0.0,3.59758e-08,--,na
87.58,63.5,0.0,3.50369e-08,--,na
87.58,63.75,0.0,3.45869e-08,--,na
87.58,64.0,0.0,3.44568e-08,--,na
87.58,64.25,0.0,3.447525e-08,--,na
87.58,64.5,0.0,3.36504e-08,--,na
87.58,64.75,0.0,3.41207e-08,--,na
87.58,65.0,0.0,3.329865e-08,--,na
87.58,65.25,0.0,3.37973e-08,--,na
87.58,65.5,0.0,3.3676e-08,--,na
87.58,65.75,0.0,3.403345e-08,--,na
87.58,66.0,0.0,3.36962e-08,--,na
87.58,66.25,0.0,3.406665e-08,--,na
87.58,66.5,0.0,3.3971e-08,--,na
87.58,66.75,0.0,3.400545e-08,--,na
87.58,67.0,0.0,3.40206e-08,--,na
87.58,67.25,0.0,3.436625e-08,--,na
87.58,67.5,0.0,3.4888e-08,--,na
87.58,67.75,0.0,3.48209e-08,--,na
87.58,68.0,0.0,3.52721e-08,--,na
87.58,68.25,0.0,3.5362400000000004e-08,--,na
87.58,68.5,0.0,3.63765e-08,--,na
87.58,68.75,0.0,3.631925e-08,--,na
87.58,69.0,0.0,3.686715e-08,--,na
87.58,69.25,0.0,3.80977e-08,--,na
87.58,69.5,0.0,3.82128e-08,--,na
87.58,69.75,0.0,3.8783e-08,--,na
87.58,70.0,0.0,3.9112100000000005e-08,--,na
87.58,70.25,0.0,3.93909e-08,--,na
87.58,70.5,0.0,3.9984050000000005e-08,--,na
87.58,70.75,0.0,4.02288e-08,--,na
87.58,71.0,0.0,4.03437e-08,--,na
87.58,71.25,0.0,4.116275e-08,--,na
87.58,71.5,0.0,4.09734e-08,--,na
87.58,71.75,0.0,4.171025e-08,--,na
87.58,72.0,0.0,4.15319e-08,--,na
87.58,72.25,0.0,4.18086e-08,--,na
87.58,72.5,0.0,4.187825e-08,--,na
87.58,72.75,0.0,4.193725e-08,--,na
87.58,73.0,0.0,4.25573e-08,--,na
87.58,73.25,0.0,4.16515e-08,--,na
87.58,73.5,0.0,4.2173099999999995e-08,--,na
87.58,73.75,0.0,4.2214250000000004e-08,--,na
87.58,74.0,0.0,4.176545e-08,--,na
87.58,74.25,0.0,4.22207e-08,--,na
87.58,74.5,0.0,4.20223e-08,--,na
87.58,74.75,0.0,4.22651e-08,--,na
87.58,75.0,0.0,4.252845e-08,--,na
87.58,75.25,0.0,4.1377800000000004e-08,--,na
87.58,75.5,0.0,4.21071e-08,--,na
87.58,75.75,0.0,4.145955e-08,--,na
87.58,76.0,0.0,4.1723900000000005e-08,--,na
87.58,76.25,0.0,4.20759e-08,--,na
87.58,76.5,0.0,4.1539950000000004e-08,--,na
87.58,76.75,0.0,4.16123e-08,--,na
87.58,77.0,0.0,4.10875e-08,--,na
87.58,77.25,0.0,4.22547e-08,--,na
87.58,77.5,0.0,4.108675e-08,--,na
87.58,77.75,0.0,4.12431e-08,--,na
87.58,78.0,0.0,4.1074800000000005e-08,--,na
87.58,78.25,0.0,4.09699e-08,--,na
87.58,78.5,0.0,4.0996350000000004e-08,--,na
87.58,78.75,0.0,3.9831149999999996e-08,--,na
87.58,79.0,0.0,4.07243e-08,--,na
87.58,79.25,0.0,4.04737e-08,--,na
87.58,79.5,0.0,4.076115e-08,--,na
87.58,79.75,0.0,4.03764e-08,--,na
87.58,80.0,0.0,4.040245e-08,--,na
87.58,80.25,0.0,4.09673e-08,--,na
87.58,80.5,0.0,4.03506e-08,--,na
87.58,80.75,0.0,3.987345e-08,--,na
87.58,81.0,0.0,4.0030200000000006e-08,--,na
87.58,81.25,0.0,4.0126e-08,--,na
87.58,81.5,0.0,4.001565e-08,--,na
87.58,81.75,0.0,3.98106e-08,--,na
87.58,82.0,0.0,4.011795e-08,--,na
87.58,82.25,0.0,3.94206e-08,--,na
87.58,82.5,0.0,4.042475e-08,--,na
87.58,82.75,0.0,3.970915e-08,--,na
87.58,83.0,0.0,4.0489e-08,--,na
87.58,83.25,0.0,4.01087e-08,--,na
87.58,83.5,0.0,3.9932099999999995e-08,--,na
87.58,83.75,0.0,4.0612299999999996e-08,--,na
87.58,84.0,0.0,4.019655e-08,--,na
87.58,84.25,0.0,3.97461e-08,--,na
87.58,84.5,0.0,4.01398e-08,--,na
87.58,84.75,0.0,4.03696e-08,--,na
87.58,85.0,0.0,4.05836e-08,--,na
87.58,85.25,0.0,4.06502e-08,--,na
87.58,85.5,0.0,4.0869550000000003e-08,--,na
87.58,85.75,0.0,4.1157e-08,--,na
87.58,86.0,0.0,4.0875749999999995e-08,--,na
87.58,86.25,0.0,4.139e-08,--,na
87.58,86.5,0.0,4.14661e-08,--,na
87.58,86.75,0.0,4.202965e-08,--,na
87.58,87.0,0.0,4.22699e-08,--,na
87.58,87.25,0.0,4.171625e-08,--,na
87.58,87.5,0.0,4.23004e-08,--,na
87.58,87.75,0.0,4.276635e-08,--,na
87.58,88.0,0.0,4.23869e-08,--,na
87.58,88.25,0.0,4.2556e-08,--,na
87.58,88.5,0.0,4.2416899999999996e-08,--,na
87.58,88.75,0.0,4.32367e-08,--,na
87.58,89.0,0.0,4.2998e-08,--,na
87.58,89.25,0.0,4.325665e-08,--,na
87.58,89.5,0.0,4.35722e-08,--,na
87.58,89.75,0.0,4.33214e-08,--,na
87.58,90.0,0.0,4.36685e-08,--,na
87.58,90.25,0.0,4.35279e-08,--,na
87.58,90.5,0.0,4.3440250000000004e-08,--,na
87.58,90.75,0.0,4.3762449999999996e-08,--,na
87.58,91.0,0.0,4.38472e-08,--,na
87.58,91.25,0.0,4.411195e-08,--,na
87.58,91.5,0.0,4.39444e-08,--,na
87.58,91.75,0.0,4.40458e-08,--,na
87.58,92.0,0.0,4.44222e-08,--,na
87.58,92.25,0.0,4.4747699999999995e-08,--,na
87.58,92.5,0.0,4.43343e-08,--,na
87.58,92.75,0.0,4.383745e-08,--,na
87.58,93.0,0.0,4.45012e-08,--,na
87.58,93.25,0.0,4.420445e-08,--,na
87.58,93.5,0.0,4.38616e-08,--,na
87.58,93.75,0.0,4.43856e-08,--,na
87.58,94.0,0.0,4.39485e-08,--,na
87.58,94.25,0.0,4.3424799999999996e-08,--,na
87.58,94.5,0.0,4.3004799999999996e-08,--,na
87.58,94.75,0.0,4.323705e-08,--,na
87.58,95.0,0.0,4.34403e-08,--,na
87.58,95.25,0.0,4.29776e-08,--,na
87.58,95.5,0.0,4.29943e-08,--,na
87.58,95.75,0.0,4.246945e-08,--,na
87.58,96.0,0.0,4.21742e-08,--,na
87.58,96.25,0.0,4.2008450000000006e-08,--,na
87.58,96.5,0.0,4.177925e-08,--,na
87.58,96.75,0.0,4.214145e-08,--,na
87.58,97.0,0.0,4.14341e-08,--,na
87.58,97.25,0.0,4.081045e-08,--,na
87.58,97.5,0.0,4.052e-08,--,na
87.58,97.75,0.0,4.0345149999999996e-08,--,na
87.58,98.0,0.0,3.99569e-08,--,na
87.58,98.25,0.0,3.99363e-08,--,na
87.58,98.5,0.0,4.00067e-08,--,na
87.58,98.75,0.0,3.89417e-08,--,na
87.58,99.0,0.0,3.83513e-08,--,na
87.58,99.25,0.0,3.89748e-08,--,na
87.58,99.5,0.0,3.866695e-08,--,na
87.58,99.75,0.0,3.84632e-08,--,na
87.58,100.0,0.0,3.80351e-08,--,na
87.58,100.25,0.0,3.7832099999999996e-08,--,na
87.58,100.5,0.0,3.747135e-08,--,na
87.58,100.75,0.0,3.72931e-08,--,na
87.58,101.0,0.0,3.69264e-08,--,na
87.58,101.25,0.0,3.729435e-08,--,na
87.58,101.5,0.0,3.6666299999999995e-08,--,na
87.58,101.75,0.0,3.6559000000000003e-08,--,na
87.58,102.0,0.0,3.64799e-08,--,na
87.58,102.25,0.0,3.60882e-08,--,na
87.58,102.5,0.0,3.631215e-08,--,na
87.58,102.75,0.0,3.5990299999999996e-08,--,na
87.58,103.0,0.0,3.54526e-08,--,na
87.58,103.25,0.0,3.560445e-08,--,na
87.58,103.5,0.0,3.57078e-08,--,na
87.58,103.75,0.0,3.554505e-08,--,na
87.58,104.0,0.0,3.53497e-08,--,na
87.58,104.25,0.0,3.52351e-08,--,na
87.58,104.5,0.0,3.51765e-08,--,na
87.58,104.75,0.0,3.530015e-08,--,na
87.58,105.0,0.0,3.53647e-08,--,na
87.58,105.25,0.0,3.471535e-08,--,na
87.58,105.5,0.0,3.51198e-08,--,na
87.58,105.75,0.0,3.44937e-08,--,na
87.58,106.0,0.0,3.49852e-08,--,na
87.58,106.25,0.0,3.477645e-08,--,na
87.58,106.5,0.0,3.4423099999999995e-08,--,na
87.58,106.75,0.0,3.427e-08,--,na
87.58,107.0,0.0,3.419175e-08,--,na
87.58,107.25,0.0,3.41192e-08,--,na
87.58,107.5,0.0,3.39121e-08,--,na
87.58,107.75,0.0,3.42418e-08,--,na
87.58,108.0,0.0,3.4038099999999996e-08,--,na
87.58,108.25,0.0,3.38584e-08,--,na
87.58,108.5,0.0,3.3881250000000004e-08,--,na
87.58,108.75,0.0,3.38401e-08,--,na
87.58,109.0,0.0,3.351595e-08,--,na
87.58,109.25,0.0,3.27933e-08,--,na
87.58,109.5,0.0,3.403435e-08,--,na
87.58,109.75,0.0,3.37242e-08,--,na
87.58,110.0,0.0,3.41244e-08,--,na
87.58,110.25,0.0,3.4070399999999995e-08,--,na
87.58,110.5,0.0,3.43328e-08,--,na
87.58,110.75,0.0,3.431355e-08,--,na
87.58,111.0,0.0,3.46451e-08,--,na
87.58,111.25,0.0,3.486395e-08,--,na
87.58,111.5,0.0,3.480955e-08,--,na
87.58,111.75,0.0,3.49978e-08,--,na
87.58,112.0,0.0,3.53202e-08,--,na
87.58,112.25,0.0,3.54994e-08,--,na
87.58,112.5,0.0,3.536465e-08,--,na
87.58,112.75,0.0,3.56214e-08,--,na
87.58,113.0,0.0,3.642125e-08,--,na
87.58,113.25,0.0,3.62274e-08,--,na
87.58,113.5,0.0,3.637645e-08,--,na
87.58,113.75,0.0,3.65914e-08,--,na
87.58,114.0,0.0,3.6811049999999994e-08,--,na
87.58,114.25,0.0,3.77828e-08,--,na
87.58,114.5,0.0,3.7605e-08,--,na
87.58,114.75,0.0,3.81935e-08,--,na
87.58,115.0,0.0,3.818375e-08,--,na
87.58,115.25,0.0,3.822605e-08,--,na
87.58,115.5,0.0,3.92208e-08,--,na
87.58,115.75,0.0,3.96839e-08,--,na
87.58,116.0,0.0,4.0073099999999996e-08,--,na
87.58,116.25,0.0,4.0642100000000006e-08,--,na
87.58,116.5,0.0,4.09282e-08,--,na
87.58,116.75,0.0,4.13182e-08,--,na
87.58,117.0,0.0,4.1601599999999996e-08,--,na
87.58,117.25,0.0,4.205905e-08,--,na
87.58,117.5,0.0,4.2349e-08,--,na
87.58,117.75,0.0,4.28439e-08,--,na
87.58,118.0,0.0,4.32914e-08,--,na
87.58,118.25,0.0,4.3303300000000004e-08,--,na
87.58,118.5,0.0,4.36853e-08,--,na
87.58,118.75,0.0,4.437765e-08,--,na
87.58,119.0,0.0,4.42528e-08,--,na
87.58,119.25,0.0,4.43439e-08,--,na
87.58,119.5,0.0,4.42742e-08,--,na
87.58,119.75,0.0,4.46527e-08,--,na
87.58,120.0,0.0,4.517595e-08,--,na
87.58,120.25,0.0,4.59275e-08,--,na
87.58,120.5,0.0,4.5221e-08,--,na
87.58,120.75,0.0,4.60389e-08,--,na
87.58,121.0,0.0,4.61006e-08,--,na
87.58,121.25,0.0,4.63601e-08,--,na
87.58,121.5,0.0,4.64915e-08,--,na
87.58,121.75,0.0,4.66094e-08,--,na
87.58,122.0,0.0,4.67914e-08,--,na
87.58,122.25,0.0,4.7421950000000003e-08,--,na
87.58,122.5,0.0,4.72086e-08,--,na
87.58,122.75,0.0,4.71562e-08,--,na
87.58,123.0,0.0,4.75021e-08,--,na
87.58,123.25,0.0,4.7876e-08,--,na
87.58,123.5,0.0,4.73234e-08,--,na
87.58,123.75,0.0,4.77165e-08,--,na
87.58,124.0,0.0,4.711495e-08,--,na
87.58,124.25,0.0,4.773055e-08,--,na
87.58,124.5,0.0,4.70705e-08,--,na
87.58,124.75,0.0,4.748605e-08,--,na
87.58,125.0,0.0,4.78328e-08,--,na
87.58,125.25,0.0,4.751145e-08,--,na
87.58,125.5,0.0,4.74635e-08,--,na
87.58,125.75,0.0,4.76035e-08,--,na
87.58,126.0,0.0,4.69548e-08,--,na
87.58,126.25,0.0,4.692965e-08,--,na
87.58,126.5,0.0,4.75343e-08,--,na
87.58,126.75,0.0,4.688285e-08,--,na
87.58,127.0,0.0,4.651135e-08,--,na
87.58,127.25,0.0,4.6522e-08,--,na
87.58,127.5,0.0,4.574015e-08,--,na
87.58,127.75,0.0,4.57298e-08,--,na
87.58,128.0,0.0,4.5537200000000004e-08,--,na
87.58,128.25,0.0,4.44786e-08,--,na
87.58,128.5,0.0,4.48257e-08,--,na
87.58,128.75,0.0,4.45878e-08,--,na
87.58,129.0,0.0,4.37853e-08,--,na
87.58,129.25,0.0,4.3746049999999996e-08,--,na
87.58,129.5,0.0,4.26055e-08,--,na
87.58,129.75,0.0,4.21295e-08,--,na
87.58,130.0,0.0,4.17698e-08,--,na
87.58,130.25,0.0,4.13032e-08,--,na
87.58,130.5,0.0,4.08233e-08,--,na
87.58,130.75,0.0,4.00884e-08,--,na
87.58,131.0,0.0,4.0012800000000005e-08,--,na
87.58,131.25,0.0,3.878145e-08,--,na
87.58,131.5,0.0,3.80462e-08,--,na
87.58,131.75,0.0,3.814095e-08,--,na
87.58,132.0,0.0,3.73458e-08,--,na
87.58,132.25,0.0,3.71268e-08,--,na
87.58,132.5,0.0,3.64104e-08,--,na
87.58,132.75,0.0,3.58788e-08,--,na
87.58,133.0,0.0,3.53548e-08,--,na
87.58,133.25,0.0,3.49626e-08,--,na
87.58,133.5,0.0,3.47967e-08,--,na
87.58,133.75,0.0,3.38874e-08,--,na
87.58,134.0,0.0,3.34677e-08,--,na
87.58,134.25,0.0,3.29511e-08,--,na
87.58,134.5,0.0,3.31021e-08,--,na
87.58,134.75,0.0,3.24871e-08,--,na
87.58,135.0,0.0,3.2697799999999995e-08,--,na
87.58,135.25,0.0,3.3024799999999995e-08,--,na
87.58,135.5,0.0,3.2462e-08,--,na
87.58,135.75,0.0,3.24839e-08,--,na
87.58,136.0,0.0,3.311855e-08,--,na
87.58,136.25,0.0,3.26395e-08,--,na
87.58,136.5,0.0,3.29643e-08,--,na
87.58,136.75,0.0,3.3290300000000005e-08,--,na
87.58,137.0,0.0,3.32546e-08,--,na
87.58,137.25,0.0,3.3576050000000005e-08,--,na
87.58,137.5,0.0,3.37739e-08,--,na
87.58,137.75,0.0,3.46873e-08,--,na
87.58,138.0,0.0,3.46769e-08,--,na
87.58,138.25,0.0,3.508175e-08,--,na
87.58,138.5,0.0,3.55188e-08,--,na
87.58,138.75,0.0,3.606475e-08,--,na
87.58,139.0,0.0,3.63694e-08,--,na
87.58,139.25,0.0,3.62994e-08,--,na
87.58,139.5,0.0,3.71827e-08,--,na
87.58,139.75,0.0,3.72687e-08,--,na
87.58,140.0,0.0,3.77436e-08,--,na
87.58,140.25,0.0,3.778725e-08,--,na
87.58,140.5,0.0,3.74874e-08,--,na
87.58,140.75,0.0,3.7545400000000005e-08,--,na
87.58,141.0,0.0,3.75363e-08,--,na
87.58,141.25,0.0,3.7956399999999994e-08,--,na
87.58,141.5,0.0,3.77239e-08,--,na
87.58,141.75,0.0,3.789685e-08,--,na
87.58,142.0,0.0,3.74782e-08,--,na
87.58,142.25,0.0,3.76704e-08,--,na
87.58,142.5,0.0,3.75455e-08,--,na
87.58,142.75,0.0,3.76482e-08,--,na
87.58,143.0,0.0,3.81995e-08,--,na
87.58,143.25,0.0,3.74342e-08,--,na
87.58,143.5,0.0,3.74454e-08,--,na
87.58,143.75,0.0,3.7537899999999996e-08,--,na
87.58,144.0,0.0,3.79196e-08,--,na
87.58,144.25,0.0,3.7266400000000006e-08,--,na
87.58,144.5,0.0,3.72451e-08,--,na
87.58,144.75,0.0,3.7088900000000003e-08,--,na
87.58,145.0,0.0,3.71137e-08,--,na
87.58,145.25,0.0,3.667975e-08,--,na
87.58,145.5,0.0,3.74171e-08,--,na
87.58,145.75,0.0,3.66728e-08,--,na
87.58,146.0,0.0,3.63164e-08,--,na
87.58,146.25,0.0,3.59891e-08,--,na
87.58,146.5,0.0,3.63163e-08,--,na
87.58,146.75,0.0,3.55612e-08,--,na
87.58,147.0,0.0,3.506285e-08,--,na
87.58,147.25,0.0,3.52921e-08,--,na
87.58,147.5,0.0,3.49569e-08,--,na
87.58,147.75,0.0,3.493915e-08,--,na
87.58,148.0,0.0,3.50674e-08,--,na
87.58,148.25,0.0,3.4500100000000003e-08,--,na
87.58,148.5,0.0,3.45942e-08,--,na
87.58,148.75,0.0,3.437315e-08,--,na
87.58,149.0,0.0,3.4409249999999994e-08,--,na
87.58,149.25,0.0,3.3886e-08,--,na
87.58,149.5,0.0,3.42488e-08,--,na
87.58,149.75,0.0,3.48119e-08,--,na
87.58,150.0,0.0,3.42439e-08,--,na
87.58,150.25,0.0,3.43594e-08,--,na
87.58,150.5,0.0,3.43267e-08,--,na
87.58,150.75,0.0,3.3821499999999996e-08,--,na
87.58,151.0,0.0,3.409175e-08,--,na
87.58,151.25,0.0,3.41983e-08,--,na
87.58,151.5,0.0,3.40712e-08,--,na
87.58,151.75,0.0,3.42057e-08,--,na
87.58,152.0,0.0,3.4319850000000004e-08,--,na
87.58,152.25,0.0,3.47401e-08,--,na
87.58,152.5,0.0,3.49279e-08,--,na
87.58,152.75,0.0,3.5432849999999996e-08,--,na
87.58,153.0,0.0,3.54959e-08,--,na
87.58,153.25,0.0,3.58407e-08,--,na
87.58,153.5,0.0,3.6263699999999997e-08,--,na
87.58,153.75,0.0,3.700285e-08,--,na
87.58,154.0,0.0,3.74604e-08,--,na
87.58,154.25,0.0,3.7636200000000005e-08,--,na
87.58,154.5,0.0,3.79593e-08,--,na
87.58,154.75,0.0,3.840505e-08,--,na
87.58,155.0,0.0,3.852215e-08,--,na
87.58,155.25,0.0,3.87958e-08,--,na
87.58,155.5,0.0,3.886505e-08,--,na
87.58,155.75,0.0,3.9281e-08,--,na
87.58,156.0,0.0,3.93471e-08,--,na
87.58,156.25,0.0,3.92621e-08,--,na
87.58,156.5,0.0,3.895055e-08,--,na
87.58,156.75,0.0,3.947215e-08,--,na
87.58,157.0,0.0,3.9199e-08,--,na
87.58,157.25,0.0,3.94557e-08,--,na
87.58,157.5,0.0,3.92495e-08,--,na
87.58,157.75,0.0,3.914495e-08,--,na
87.58,158.0,0.0,3.88763e-08,--,na
87.58,158.25,0.0,3.85987e-08,--,na
87.58,158.5,0.0,3.87214e-08,--,na
87.58,158.75,0.0,3.897675e-08,--,na
87.58,159.0,0.0,3.8259950000000004e-08,--,na
87.58,159.25,0.0,3.82333e-08,--,na
87.58,159.5,0.0,3.84217e-08,--,na
87.58,159.75,0.0,3.7907250000000003e-08,--,na
87.58,160.0,0.0,3.7740299999999995e-08,--,na
87.58,160.25,0.0,3.80714e-08,--,na
87.58,160.5,0.0,3.74219e-08,--,na
87.58,160.75,0.0,3.73963e-08,--,na
87.58,161.0,0.0,3.70589e-08,--,na
87.58,161.25,0.0,3.70519e-08,--,na
87.58,161.5,0.0,3.6496199999999996e-08,--,na
87.58,161.75,0.0,3.661535e-08,--,na
87.58,162.0,0.0,3.7018e-08,--,na
87.58,162.25,0.0,3.64339e-08,--,na
87.58,162.5,0.0,3.66278e-08,--,na
87.58,162.75,0.0,3.649365e-08,--,na
87.58,163.0,0.0,3.63138e-08,--,na
87.58,163.25,0.0,3.6028750000000004e-08,--,na
87.58,163.5,0.0,3.57802e-08,--,na
87.58,163.75,0.0,3.5571499999999995e-08,--,na
87.58,164.0,0.0,3.55007e-08,--,na
87.58,164.25,0.0,3.56358e-08,--,na
87.58,164.5,0.0,3.53816e-08,--,na
87.58,164.75,0.0,3.5430999999999995e-08,--,na
87.58,165.0,0.0,3.51792e-08,--,na
87.58,165.25,0.0,3.561415e-08,--,na
87.58,165.5,0.0,3.58149e-08,--,na
87.58,165.75,0.0,3.52858e-08,--,na
87.58,166.0,0.0,3.53655e-08,--,na
87.58,166.25,0.0,3.52059e-08,--,na
87.58,166.5,0.0,3.529305e-08,--,na
87.58,166.75,0.0,3.52713e-08,--,na
87.58,167.0,0.0,3.52347e-08,--,na
87.58,167.25,0.0,3.4958e-08,--,na
87.58,167.5,0.0,3.478365e-08,--,na
87.58,167.75,0.0,3.49147e-08,--,na
87.58,168.0,0.0,3.48899e-08,--,na
87.58,168.25,0.0,3.4514300000000004e-08,--,na
87.58,168.5,0.0,3.46192e-08,--,na
87.58,168.75,0.0,3.45502e-08,--,na
87.58,169.0,0.0,3.47873e-08,--,na
87.58,169.25,0.0,3.4161349999999996e-08,--,na
87.58,169.5,0.0,3.462675e-08,--,na
